Ticker Name,Market,Currency Symbol,locale
C:EURUAH,fx,Ukrainian hryvnia,global
C:EURUGX,fx,Ugandan shilling,global
C:EURUSD,fx,United States Dollar,global
C:EURUYU,fx,Uruguayan peso,global
C:EURUZS,fx,Uzbekistan som,global
C:EURVEF,fx,Venezuelan bolГ,global
C:EURVND,fx,Vietnamese dong,global
C:EURYER,fx,Yemeni rial,global
C:EURZAR,fx,South African rand,global
C:EURZMW,fx,Zambian kwacha,global
C:FJDGBP,fx,Pound sterling,global
C:FJDUSD,fx,United States Dollar,global
C:FRNCHF,fx,Swiss franc,global
C:GBPAED,fx,United Arab Emirates dirham,global
C:GBPAFN,fx,Afghan afghani,global
C:GBPALL,fx,Albanian lek,global
C:GBPAMD,fx,Armenian dram,global
C:GBPARS,fx,Argentine peso,global
C:GBPAUD,fx,Australian dollar,global
C:GBPAWG,fx,Aruban florin,global
C:GBPBAM,fx,Bosnia and Herzegovina convertible mark,global
C:GBPBBD,fx,Barbados dollar,global
C:GBPBDT,fx,Bangladeshi taka,global
C:GBPBGN,fx,Bulgarian lev,global
C:GBPBHD,fx,Bahraini dinar,global
C:GBPBIF,fx,Burundian franc,global
C:GBPBMD,fx,Bermudian dollar,global
C:GBPBND,fx,Brunei dollar,global
C:GBPBOB,fx,Boliviano,global
C:GBPBRL,fx,Brazilian real,global
C:GBPBSD,fx,Bahamian dollar,global
C:GBPBTN,fx,Bhutanese ngultrum,global
C:GBPBWP,fx,Botswana pula,global
C:GBPBYR,fx,Belarusian ruble,global
C:GBPBZD,fx,Belize dollar,global
C:GBPCAD,fx,Canadian dollar,global
C:GBPCDF,fx,Congolese franc,global
C:GBPCHF,fx,Swiss franc,global
C:GBPCLP,fx,Chilean peso,global
C:GBPCNH,fx,Chinese yuan,global
C:GBPCNY,fx,Chinese yuan,global
C:GBPCOP,fx,Colombian peso,global
C:GBPCRC,fx,Costa Rican colon,global
C:GBPCUP,fx,Cuban peso,global
C:GBPCZK,fx,Czech koruna,global
C:GBPDJF,fx,Djiboutian franc,global
C:GBPDKK,fx,Danish krone,global
C:GBPDOP,fx,Dominican peso,global
C:GBPDZD,fx,Algerian dinar,global
C:GBPEGP,fx,Egyptian pound,global
C:GBPETB,fx,Ethiopian birr,global
C:GBPEUR,fx,Euro,global
C:GBPFJD,fx,Fiji dollar,global
C:GBPGHS,fx,Ghanaian cedi,global
C:GBPGNF,fx,Guinean franc,global
C:GBPGTQ,fx,Guatemalan quetzal,global
C:GBPGYD,fx,Guyanese dollar,global
C:GBPHKD,fx,Hong Kong dollar,global
C:GBPHNL,fx,Honduran lempira,global
C:GBPHRK,fx,Croatian kuna,global
C:GBPHTG,fx,Haitian gourde,global
C:GBPHUF,fx,Hungarian forint,global
C:GBPIDR,fx,Indonesian rupiah,global
C:GBPILS,fx,Israeli new shekel,global
C:GBPINR,fx,Indian rupee,global
C:GBPIQD,fx,Iraqi dinar,global
C:GBPISK,fx,Icelandic krГіna,global
C:GBPJMD,fx,Jamaican dollar,global
C:GBPJOD,fx,Jordanian dinar,global
C:GBPJPY,fx,Japanese yen,global
C:GBPKES,fx,Kenyan shilling,global
C:GBPKHR,fx,Cambodian riel,global
C:GBPKMF,fx,Comoro franc,global
C:GBPKRW,fx,South Korean won,global
C:GBPKWD,fx,Kuwaiti dinar,global
C:GBPKYD,fx,Cayman Islands dollar,global
C:GBPKZT,fx,Kazakhstani tenge,global
C:GBPLAK,fx,Lao kip,global
C:GBPLBP,fx,Lebanese pound,global
C:GBPLKR,fx,Sri Lankan rupee,global
C:GBPLRD,fx,Liberian dollar,global
C:GBPLSL,fx,Lesotho loti,global
C:GBPLYD,fx,Libyan dinar,global
C:GBPMAD,fx,Moroccan dirham,global
C:GBPMDL,fx,Moldovan leu,global
C:GBPMGA,fx,Malagasy ariary,global
C:GBPMKD,fx,Macedonian denar,global
C:GBPMMK,fx,Myanma kyat,global
C:GBPMOP,fx,Macanese pataca,global
C:GBPMRO,fx,Mauritanian ouguiya,global
C:GBPMUR,fx,Mauritian rupee,global
C:GBPMVR,fx,Maldivian rufiyaa,global
C:GBPMWK,fx,Malawian kwacha,global
C:GBPMXN,fx,Mexican peso,global
C:GBPMYR,fx,Malaysian ringgit,global
C:GBPMZN,fx,Mozambican metical,global
C:GBPNAD,fx,Namibian dollar,global
C:GBPNGN,fx,Nigerian naira,global
C:GBPNIO,fx,Nicaraguan cГіrdoba,global
C:GBPNOK,fx,Norwegian krone,global
C:GBPNPR,fx,Nepalese rupee,global
C:GBPNZD,fx,New Zealand dollar,global
C:GBPOMR,fx,Omani rial,global
C:GBPPAB,fx,Panamanian balboa,global
C:GBPPEN,fx,Peruvian nuevo sol,global
C:GBPPGK,fx,Papua New Guinean kina,global
C:GBPPHP,fx,Philippine peso,global
C:GBPPKR,fx,Pakistani rupee,global
C:GBPPLN,fx,Polish zЕ‚oty,global
C:GBPPYG,fx,Paraguayan guaranГ,global
C:GBPQAR,fx,Qatari riyal,global
C:GBPRON,fx,Romanian new leu,global
C:GBPRSD,fx,Serbian dinar,global
C:GBPRUB,fx,Russian rouble,global
C:GBPRWF,fx,Rwandan franc,global
C:GBPSAR,fx,Saudi riyal,global
C:GBPSCR,fx,Seychelles rupee,global
C:GBPSDD,fx,Sudanese dinar,global
C:GBPSDG,fx,Sudanese pound,global
C:GBPSEK,fx,Swedish krona,global
C:GBPSGD,fx,Singapore dollar,global
C:GBPSHP,fx,Saint Helena pound,global
C:GBPSLL,fx,Sierra Leonean leone,global
C:GBPSOS,fx,Somali shilling,global
C:GBPSVC,fx,Salvadoran colГіn,global
C:GBPSZL,fx,Swazi lilangeni,global
C:GBPTHB,fx,Thai baht,global
C:GBPTND,fx,Tunisian dinar,global
C:GBPTRY,fx,Turkish lira,global
C:GBPTTD,fx,Trinidad and Tobago dollar,global
C:GBPTWD,fx,New Taiwan dollar,global
C:GBPTZS,fx,Tanzanian shilling,global
C:GBPUAH,fx,Ukrainian hryvnia,global
C:GBPUGX,fx,Ugandan shilling,global
C:GBPUSD,fx,United States Dollar,global
C:GBPUYU,fx,Uruguayan peso,global
C:GBPUZS,fx,Uzbekistan som,global
C:GBPVEF,fx,Venezuelan bolГ,global
C:GBPVND,fx,Vietnamese dong,global
C:GBPXCD,fx,East Caribbean dollar,global
C:GBPXPF,fx,CFP franc,global
C:GBPYER,fx,Yemeni rial,global
C:GBPZAR,fx,South African rand,global
C:GBPZMW,fx,Zambian kwacha,global
C:GHSEUR,fx,Euro,global
C:GHSGBP,fx,Pound sterling,global
C:GHSUSD,fx,United States Dollar,global
C:GHSZAR,fx,South African rand,global
C:GNFGBP,fx,Pound sterling,global
C:GNFUSD,fx,United States Dollar,global
C:GTQGBP,fx,Pound sterling,global
C:GTQUSD,fx,United States Dollar,global
C:GYDGBP,fx,Pound sterling,global
C:GYDUSD,fx,United States Dollar,global
C:HKDARS,fx,Argentine peso,global
C:HKDAUD,fx,Australian dollar,global
C:HKDBRL,fx,Brazilian real,global
C:HKDCAD,fx,Canadian dollar,global
C:HKDCHF,fx,Swiss franc,global
C:HKDCNY,fx,Chinese yuan,global
C:HKDDKK,fx,Danish krone,global
C:HKDEUR,fx,Euro,global
C:HKDGBP,fx,Pound sterling,global
C:HKDIDR,fx,Indonesian rupiah,global
C:HKDINR,fx,Indian rupee,global
C:HKDJPY,fx,Japanese yen,global
C:HKDKRW,fx,South Korean won,global
C:HKDMXN,fx,Mexican peso,global
C:HKDMYR,fx,Malaysian ringgit,global
C:HKDNZD,fx,New Zealand dollar,global
C:HKDPKR,fx,Pakistani rupee,global
C:HKDPLN,fx,Polish zЕ‚oty,global
C:HKDSEK,fx,Swedish krona,global
C:HKDSGD,fx,Singapore dollar,global
C:HKDTHB,fx,Thai baht,global
C:HKDTWD,fx,New Taiwan dollar,global
C:HKDUSD,fx,United States Dollar,global
C:HKDZAR,fx,South African rand,global
C:HNLGBP,fx,Pound sterling,global
C:HNLUSD,fx,United States Dollar,global
C:HRKAUD,fx,Australian dollar,global
C:HRKCAD,fx,Canadian dollar,global
C:HRKEUR,fx,Euro,global
C:HRKPLN,fx,Polish zЕ‚oty,global
C:HRKUSD,fx,United States Dollar,global
C:HTGGBP,fx,Pound sterling,global
C:HTGUSD,fx,United States Dollar,global
C:HUFARS,fx,Argentine peso,global
C:HUFCAD,fx,Canadian dollar,global
C:HUFCHF,fx,Swiss franc,global
C:HUFDKK,fx,Danish krone,global
C:HUFEUR,fx,Euro,global
C:HUFJPY,fx,Japanese yen,global
C:HUFPLN,fx,Polish zЕ‚oty,global
C:HUFUSD,fx,United States Dollar,global
C:HUFZAR,fx,South African rand,global
C:IDRAUD,fx,Australian dollar,global
C:IDRCAD,fx,Canadian dollar,global
C:IDRCHF,fx,Swiss franc,global
C:IDRCNY,fx,Chinese yuan,global
C:IDREUR,fx,Euro,global
C:IDRGBP,fx,Pound sterling,global
C:IDRHKD,fx,Hong Kong dollar,global
C:IDRINR,fx,Indian rupee,global
C:IDRJPY,fx,Japanese yen,global
C:IDRKRW,fx,South Korean won,global
C:IDRMYR,fx,Malaysian ringgit,global
C:IDRNZD,fx,New Zealand dollar,global
C:IDRSGD,fx,Singapore dollar,global
C:IDRTHB,fx,Thai baht,global
C:IDRTWD,fx,New Taiwan dollar,global
C:IDRUSD,fx,United States Dollar,global
C:IDRZAR,fx,South African rand,global
C:ILSAED,fx,United Arab Emirates dirham,global
C:ILSAUD,fx,Australian dollar,global
C:ILSCAD,fx,Canadian dollar,global
C:ILSCHF,fx,Swiss franc,global
C:ILSEUR,fx,Euro,global
C:ILSJOD,fx,Jordanian dinar,global
C:ILSJPY,fx,Japanese yen,global
C:ILSNOK,fx,Norwegian krone,global
C:ILSPLN,fx,Polish zЕ‚oty,global
C:ILSSEK,fx,Swedish krona,global
C:ILSUSD,fx,United States Dollar,global
C:ILSZAR,fx,South African rand,global
C:INRAUD,fx,Australian dollar,global
C:INRCAD,fx,Canadian dollar,global
C:INRCHF,fx,Swiss franc,global
C:INRCNY,fx,Chinese yuan,global
C:INREUR,fx,Euro,global
C:INRGBP,fx,Pound sterling,global
C:INRHKD,fx,Hong Kong dollar,global
C:INRJPY,fx,Japanese yen,global
C:INRKRW,fx,South Korean won,global
C:INRMYR,fx,Malaysian ringgit,global
C:INRNZD,fx,New Zealand dollar,global
C:INRPKR,fx,Pakistani rupee,global
C:INRSEK,fx,Swedish krona,global
C:INRSGD,fx,Singapore dollar,global
C:INRTHB,fx,Thai baht,global
C:INRTWD,fx,New Taiwan dollar,global
C:INRUSD,fx,United States Dollar,global
C:INRZAR,fx,South African rand,global
C:IQDGBP,fx,Pound sterling,global
C:IQDUSD,fx,United States Dollar,global
C:ISKCHF,fx,Swiss franc,global
C:ISKUSD,fx,United States Dollar,global
C:JMDGBP,fx,Pound sterling,global
C:JMDUSD,fx,United States Dollar,global
C:JODAED,fx,United Arab Emirates dirham,global
C:JODILS,fx,Israeli new shekel,global
C:JODUSD,fx,United States Dollar,global
C:JPYAED,fx,United Arab Emirates dirham,global
C:JPYARS,fx,Argentine peso,global
C:JPYAUD,fx,Australian dollar,global
C:JPYBRL,fx,Brazilian real,global
C:JPYBWP,fx,Botswana pula,global
C:JPYCAD,fx,Canadian dollar,global
C:JPYCHF,fx,Swiss franc,global
C:JPYCLP,fx,Chilean peso,global
C:JPYCNY,fx,Chinese yuan,global
C:JPYCZK,fx,Czech koruna,global
C:JPYDKK,fx,Danish krone,global
C:JPYEUR,fx,Euro,global
C:JPYGBP,fx,Pound sterling,global
C:JPYHKD,fx,Hong Kong dollar,global
C:JPYIDR,fx,Indonesian rupiah,global
C:JPYILS,fx,Israeli new shekel,global
C:JPYINR,fx,Indian rupee,global
C:JPYISK,fx,Icelandic krГіna,global
C:JPYKRW,fx,South Korean won,global
C:JPYMXN,fx,Mexican peso,global
C:JPYMYR,fx,Malaysian ringgit,global
C:JPYNOK,fx,Norwegian krone,global
C:JPYNZD,fx,New Zealand dollar,global
C:JPYPKR,fx,Pakistani rupee,global
C:JPYPLN,fx,Polish zЕ‚oty,global
C:JPYRSD,fx,Serbian dinar,global
C:JPYRUB,fx,Russian rouble,global
C:JPYSAR,fx,Saudi riyal,global
C:JPYSEK,fx,Swedish krona,global
C:JPYTHB,fx,Thai baht,global
C:JPYTWD,fx,New Taiwan dollar,global
C:JPYUSD,fx,United States Dollar,global
C:JPYZAR,fx,South African rand,global
C:KESEUR,fx,Euro,global
C:KESUSD,fx,United States Dollar,global
C:KESZAR,fx,South African rand,global
C:KHRGBP,fx,Pound sterling,global
C:KMFGBP,fx,Pound sterling,global
C:KMFUSD,fx,United States Dollar,global
C:KRUCHF,fx,Swiss franc,global
C:KRUUSD,fx,United States Dollar,global
C:KRWAUD,fx,Australian dollar,global
C:KRWBRL,fx,Brazilian real,global
C:KRWCAD,fx,Canadian dollar,global
C:KRWCHF,fx,Swiss franc,global
C:KRWCNY,fx,Chinese yuan,global
C:KRWEUR,fx,Euro,global
C:KRWGBP,fx,Pound sterling,global
C:KRWHKD,fx,Hong Kong dollar,global
C:KRWIDR,fx,Indonesian rupiah,global
C:KRWINR,fx,Indian rupee,global
C:KRWJPY,fx,Japanese yen,global
C:KRWMYR,fx,Malaysian ringgit,global
C:KRWNZD,fx,New Zealand dollar,global
C:KRWRUB,fx,Russian rouble,global
C:KRWSEK,fx,Swedish krona,global
C:KRWSGD,fx,Singapore dollar,global
C:KRWTHB,fx,Thai baht,global
C:KRWTWD,fx,New Taiwan dollar,global
C:KRWUSD,fx,United States Dollar,global
C:KRWZAR,fx,South African rand,global
C:KWDAED,fx,United Arab Emirates dirham,global
C:KWDEUR,fx,Euro,global
C:KWDGBP,fx,Pound sterling,global
C:KWDPKR,fx,Pakistani rupee,global
C:KWDUSD,fx,United States Dollar,global
C:KYDBMD,fx,Bermudian dollar,global
C:KYDCAD,fx,Canadian dollar,global
C:KYDEUR,fx,Euro,global
C:KYDGBP,fx,Pound sterling,global
C:KYDUSD,fx,United States Dollar,global
C:KZTGBP,fx,Pound sterling,global
C:KZTUSD,fx,United States Dollar,global
C:LBPUSD,fx,United States Dollar,global
C:LKRGBP,fx,Pound sterling,global
C:LKRUSD,fx,United States Dollar,global
C:LKRZAR,fx,South African rand,global
C:LRDGBP,fx,Pound sterling,global
C:LRDUSD,fx,United States Dollar,global
C:LSLGBP,fx,Pound sterling,global
C:LSLUSD,fx,United States Dollar,global
C:LTLAUD,fx,Australian dollar,global
C:LTLPLN,fx,Polish zЕ‚oty,global
C:LYDGBP,fx,Pound sterling,global
C:LYDUSD,fx,United States Dollar,global
C:M5PCHF,fx,Swiss franc,global
C:M5PUSD,fx,United States Dollar,global
C:MADAUD,fx,Australian dollar,global
C:MADGBP,fx,Pound sterling,global
C:MADUSD,fx,United States Dollar,global
C:MADZAR,fx,South African rand,global
C:MALCHF,fx,Swiss franc,global
C:MALUSD,fx,United States Dollar,global
C:MDLEUR,fx,Euro,global
C:MDLGBP,fx,Pound sterling,global
C:MDLUSD,fx,United States Dollar,global
C:MGAGBP,fx,Pound sterling,global
C:MGAUSD,fx,United States Dollar,global
C:MKDGBP,fx,Pound sterling,global
C:MKDUSD,fx,United States Dollar,global
C:MMKGBP,fx,Pound sterling,global
C:MMKUSD,fx,United States Dollar,global
C:MOPUSD,fx,United States Dollar,global
C:MROUSD,fx,United States Dollar,global
C:MUREUR,fx,Euro,global
C:MURGBP,fx,Pound sterling,global
C:MURUSD,fx,United States Dollar,global
C:MVRUSD,fx,United States Dollar,global
C:MWKGBP,fx,Pound sterling,global
C:MWKUSD,fx,United States Dollar,global
C:MWKZAR,fx,South African rand,global
C:MXNARS,fx,Argentine peso,global
C:MXNAUD,fx,Australian dollar,global
C:MXNBRL,fx,Brazilian real,global
C:MXNCAD,fx,Canadian dollar,global
C:MXNCHF,fx,Swiss franc,global
C:MXNCLP,fx,Chilean peso,global
C:MXNCOP,fx,Colombian peso,global
C:MXNCZK,fx,Czech koruna,global
C:MXNDKK,fx,Danish krone,global
C:MXNEUR,fx,Euro,global
C:MXNGBP,fx,Pound sterling,global
C:MXNHKD,fx,Hong Kong dollar,global
C:MXNJPY,fx,Japanese yen,global
C:MXNPEN,fx,Peruvian nuevo sol,global
C:MXNPLN,fx,Polish zЕ‚oty,global
C:MXNRUB,fx,Russian rouble,global
C:MXNSGD,fx,Singapore dollar,global
C:MXNUSD,fx,United States Dollar,global
C:MXNZAR,fx,South African rand,global
C:MYRAUD,fx,Australian dollar,global
C:MYRCAD,fx,Canadian dollar,global
C:MYRCHF,fx,Swiss franc,global
C:MYRCNY,fx,Chinese yuan,global
C:MYRDKK,fx,Danish krone,global
C:MYREUR,fx,Euro,global
C:MYRGBP,fx,Pound sterling,global
C:MYRHKD,fx,Hong Kong dollar,global
C:MYRIDR,fx,Indonesian rupiah,global
C:MYRINR,fx,Indian rupee,global
C:MYRJPY,fx,Japanese yen,global
C:MYRKRW,fx,South Korean won,global
C:MYRNZD,fx,New Zealand dollar,global
C:MYRPKR,fx,Pakistani rupee,global
C:MYRSGD,fx,Singapore dollar,global
C:MYRTHB,fx,Thai baht,global
C:MYRTWD,fx,New Taiwan dollar,global
C:MYRUSD,fx,United States Dollar,global
C:MYRZAR,fx,South African rand,global
C:MZNGBP,fx,Pound sterling,global
C:MZNUSD,fx,United States Dollar,global
C:NADUSD,fx,United States Dollar,global
C:NADZAR,fx,South African rand,global
C:NBLCHF,fx,Swiss franc,global
C:NBLUSD,fx,United States Dollar,global
C:NGNGBP,fx,Pound sterling,global
C:NGNJPY,fx,Japanese yen,global
C:NGNUSD,fx,United States Dollar,global
C:NGNZAR,fx,South African rand,global
C:NIOGBP,fx,Pound sterling,global
C:NIOUSD,fx,United States Dollar,global
C:NOKAED,fx,United Arab Emirates dirham,global
C:NOKCHF,fx,Swiss franc,global
C:NOKDKK,fx,Danish krone,global
C:NOKEUR,fx,Euro,global
C:NOKGBP,fx,Pound sterling,global
C:NOKILS,fx,Israeli new shekel,global
C:NOKINR,fx,Indian rupee,global
C:NOKISK,fx,Icelandic krГіna,global
C:NOKJPY,fx,Japanese yen,global
C:NOKPLN,fx,Polish zЕ‚oty,global
C:NOKRUB,fx,Russian rouble,global
C:NOKSEK,fx,Swedish krona,global
C:NOKUSD,fx,United States Dollar,global
C:NOKZAR,fx,South African rand,global
C:NPRGBP,fx,Pound sterling,global
C:NPRUSD,fx,United States Dollar,global
C:NSOCHF,fx,Swiss franc,global
C:NSOUSD,fx,United States Dollar,global
C:NZDAED,fx,United Arab Emirates dirham,global
C:NZDAUD,fx,Australian dollar,global
C:NZDCAD,fx,Canadian dollar,global
C:NZDCHF,fx,Swiss franc,global
C:NZDCNY,fx,Chinese yuan,global
C:NZDCZK,fx,Czech koruna,global
C:NZDDKK,fx,Danish krone,global
C:NZDEUR,fx,Euro,global
C:NZDGBP,fx,Pound sterling,global
C:NZDHKD,fx,Hong Kong dollar,global
C:NZDHUF,fx,Hungarian forint,global
C:NZDIDR,fx,Indonesian rupiah,global
C:NZDINR,fx,Indian rupee,global
C:NZDJPY,fx,Japanese yen,global
C:NZDKRW,fx,South Korean won,global
C:NZDMXN,fx,Mexican peso,global
C:NZDMYR,fx,Malaysian ringgit,global
C:NZDNOK,fx,Norwegian krone,global
C:NZDPHP,fx,Philippine peso,global
C:NZDPKR,fx,Pakistani rupee,global
C:NZDPLN,fx,Polish zЕ‚oty,global
C:NZDSEK,fx,Swedish krona,global
C:NZDSGD,fx,Singapore dollar,global
C:NZDTHB,fx,Thai baht,global
C:NZDTRY,fx,Turkish lira,global
C:NZDTWD,fx,New Taiwan dollar,global
C:NZDUSD,fx,United States Dollar,global
C:NZDZAR,fx,South African rand,global
C:OMRAED,fx,United Arab Emirates dirham,global
C:OMRGBP,fx,Pound sterling,global
C:OMRPKR,fx,Pakistani rupee,global
C:OMRUSD,fx,United States Dollar,global
C:OMRZAR,fx,South African rand,global
C:OSOCHF,fx,Swiss franc,global
C:OSOUSD,fx,United States Dollar,global
C:PABUSD,fx,United States Dollar,global
C:PENARS,fx,Argentine peso,global
C:PENBRL,fx,Brazilian real,global
C:PENCAD,fx,Canadian dollar,global
C:PENCLP,fx,Chilean peso,global
C:PENCOP,fx,Colombian peso,global
C:PENEUR,fx,Euro,global
C:PENGBP,fx,Pound sterling,global
C:PENMXN,fx,Mexican peso,global
C:PENUSD,fx,United States Dollar,global
C:PGKAUD,fx,Australian dollar,global
C:PGKGBP,fx,Pound sterling,global
C:PGKUSD,fx,United States Dollar,global
C:PHPAUD,fx,Australian dollar,global
C:PHPDKK,fx,Danish krone,global
C:PHPGBP,fx,Pound sterling,global
C:PHPJPY,fx,Japanese yen,global
C:PHPNZD,fx,New Zealand dollar,global
C:PHPUSD,fx,United States Dollar,global
C:PKREUR,fx,Euro,global
C:PKRGBP,fx,Pound sterling,global
C:PKRJPY,fx,Japanese yen,global
C:PKRUSD,fx,United States Dollar,global
C:PKRZAR,fx,South African rand,global
C:PLNCHF,fx,Swiss franc,global
C:PLNCOP,fx,Colombian peso,global
C:PLNCZK,fx,Czech koruna,global
C:PLNDKK,fx,Danish krone,global
C:PLNEUR,fx,Euro,global
C:PLNGBP,fx,Pound sterling,global
C:PLNHUF,fx,Hungarian forint,global
C:PLNILS,fx,Israeli new shekel,global
C:PLNJPY,fx,Japanese yen,global
C:PLNMXN,fx,Mexican peso,global
C:PLNNOK,fx,Norwegian krone,global
C:PLNRUB,fx,Russian rouble,global
C:PLNSEK,fx,Swedish krona,global
C:PLNUSD,fx,United States Dollar,global
C:PYGUSD,fx,United States Dollar,global
C:QARAED,fx,United Arab Emirates dirham,global
C:QARGBP,fx,Pound sterling,global
C:QARPKR,fx,Pakistani rupee,global
C:QARUSD,fx,United States Dollar,global
C:QARZAR,fx,South African rand,global
C:RONCHF,fx,Swiss franc,global
C:RONGBP,fx,Pound sterling,global
C:RONPLN,fx,Polish zЕ‚oty,global
C:RONUSD,fx,United States Dollar,global
C:RONZAR,fx,South African rand,global
C:RSDGBP,fx,Pound sterling,global
C:RSDUSD,fx,United States Dollar,global
C:RUBAUD,fx,Australian dollar,global
C:RUBCAD,fx,Canadian dollar,global
C:RUBCHF,fx,Swiss franc,global
C:RUBDKK,fx,Danish krone,global
C:RUBEUR,fx,Euro,global
C:RUBGBP,fx,Pound sterling,global
C:RUBJPY,fx,Japanese yen,global
C:RUBKRW,fx,South Korean won,global
C:RUBMXN,fx,Mexican peso,global
C:RUBNOK,fx,Norwegian krone,global
C:RUBPLN,fx,Polish zЕ‚oty,global
C:RUBSEK,fx,Swedish krona,global
C:RUBUSD,fx,United States Dollar,global
C:RUBZAR,fx,South African rand,global
C:RWFGBP,fx,Pound sterling,global
C:RWFUSD,fx,United States Dollar,global
C:RWFZAR,fx,South African rand,global
C:SAREUR,fx,Euro,global
C:SARJPY,fx,Japanese yen,global
C:SARKWD,fx,Kuwaiti dinar,global
C:SARPKR,fx,Pakistani rupee,global
C:SARUSD,fx,United States Dollar,global
C:SCRGBP,fx,Pound sterling,global
C:SCRUSD,fx,United States Dollar,global
C:SDDGBP,fx,Pound sterling,global
C:SDDUSD,fx,United States Dollar,global
C:SDGGBP,fx,Pound sterling,global
C:SDGUSD,fx,United States Dollar,global
C:SEKAUD,fx,Australian dollar,global
C:SEKCAD,fx,Canadian dollar,global
C:SEKCHF,fx,Swiss franc,global
C:SEKCZK,fx,Czech koruna,global
C:SEKDKK,fx,Danish krone,global
C:SEKEUR,fx,Euro,global
C:SEKGBP,fx,Pound sterling,global
C:SEKILS,fx,Israeli new shekel,global
C:SEKINR,fx,Indian rupee,global
C:SEKISK,fx,Icelandic krГіna,global
C:SEKJPY,fx,Japanese yen,global
C:SEKNOK,fx,Norwegian krone,global
C:SEKPLN,fx,Polish zЕ‚oty,global
C:SEKRUB,fx,Russian rouble,global
C:SEKUSD,fx,United States Dollar,global
C:SEKZAR,fx,South African rand,global
C:SGDAED,fx,United Arab Emirates dirham,global
C:SGDARS,fx,Argentine peso,global
C:SGDAUD,fx,Australian dollar,global
C:SGDBRL,fx,Brazilian real,global
C:SGDCAD,fx,Canadian dollar,global
C:SGDCHF,fx,Swiss franc,global
C:SGDCNY,fx,Chinese yuan,global
C:SGDDKK,fx,Danish krone,global
C:SGDEUR,fx,Euro,global
C:SGDGBP,fx,Pound sterling,global
C:SGDHKD,fx,Hong Kong dollar,global
C:SGDIDR,fx,Indonesian rupiah,global
C:SGDINR,fx,Indian rupee,global
C:SGDJPY,fx,Japanese yen,global
C:SGDKRW,fx,South Korean won,global
C:SGDMXN,fx,Mexican peso,global
C:SGDMYR,fx,Malaysian ringgit,global
C:SGDNOK,fx,Norwegian krone,global
C:SGDNZD,fx,New Zealand dollar,global
C:SGDPKR,fx,Pakistani rupee,global
C:SGDPLN,fx,Polish zЕ‚oty,global
C:SGDSEK,fx,Swedish krona,global
C:SGDTHB,fx,Thai baht,global
C:SGDTRY,fx,Turkish lira,global
C:SGDTWD,fx,New Taiwan dollar,global
C:SGDUSD,fx,United States Dollar,global
C:SGDZAR,fx,South African rand,global
C:SHPGBP,fx,Pound sterling,global
C:SHPUSD,fx,United States Dollar,global
C:SLLGBP,fx,Pound sterling,global
C:SLLUSD,fx,United States Dollar,global
C:SOSGBP,fx,Pound sterling,global
C:SOSUSD,fx,United States Dollar,global
C:SVCGBP,fx,Pound sterling,global
C:SVCUSD,fx,United States Dollar,global
C:SZLCHF,fx,Swiss franc,global
C:SZLEUR,fx,Euro,global
C:SZLGBP,fx,Pound sterling,global
C:SZLUSD,fx,United States Dollar,global
C:SZLZAR,fx,South African rand,global
C:THBAUD,fx,Australian dollar,global
C:THBCAD,fx,Canadian dollar,global
C:THBCHF,fx,Swiss franc,global
C:THBCNY,fx,Chinese yuan,global
C:THBEUR,fx,Euro,global
C:THBGBP,fx,Pound sterling,global
C:THBHKD,fx,Hong Kong dollar,global
C:THBIDR,fx,Indonesian rupiah,global
C:THBINR,fx,Indian rupee,global
C:THBJPY,fx,Japanese yen,global
C:THBKRW,fx,South Korean won,global
C:THBMYR,fx,Malaysian ringgit,global
C:THBNZD,fx,New Zealand dollar,global
C:THBPKR,fx,Pakistani rupee,global
C:THBSGD,fx,Singapore dollar,global
C:THBTWD,fx,New Taiwan dollar,global
C:THBUSD,fx,United States Dollar,global
C:THBZAR,fx,South African rand,global
C:TJSUSD,fx,United States Dollar,global
C:TMTUSD,fx,United States Dollar,global
C:TNDGBP,fx,Pound sterling,global
C:TNDUSD,fx,United States Dollar,global
C:TNDZAR,fx,South African rand,global
C:TRYCHF,fx,Swiss franc,global
C:TRYDKK,fx,Danish krone,global
C:TRYJPY,fx,Japanese yen,global
C:TRYPLN,fx,Polish zЕ‚oty,global
C:TRYSGD,fx,Singapore dollar,global
C:TRYUSD,fx,United States Dollar,global
C:TRYZAR,fx,South African rand,global
C:TTDGBP,fx,Pound sterling,global
C:TTDUSD,fx,United States Dollar,global
C:TWDAUD,fx,Australian dollar,global
C:TWDCAD,fx,Canadian dollar,global
C:TWDCHF,fx,Swiss franc,global
C:TWDCNY,fx,Chinese yuan,global
C:TWDDKK,fx,Danish krone,global
C:TWDEUR,fx,Euro,global
C:TWDGBP,fx,Pound sterling,global
C:TWDHKD,fx,Hong Kong dollar,global
C:TWDIDR,fx,Indonesian rupiah,global
C:TWDINR,fx,Indian rupee,global
C:TWDJPY,fx,Japanese yen,global
C:TWDKRW,fx,South Korean won,global
C:TWDMYR,fx,Malaysian ringgit,global
C:TWDNZD,fx,New Zealand dollar,global
C:TWDPKR,fx,Pakistani rupee,global
C:TWDSEK,fx,Swedish krona,global
C:TWDSGD,fx,Singapore dollar,global
C:TWDTHB,fx,Thai baht,global
C:TWDUSD,fx,United States Dollar,global
C:TWDZAR,fx,South African rand,global
